unique_id,ds,y,NBeatsMoe,NBEATS,NBeatsStackMoe,SeasonalNaive,is_anomaly,anomaly_status
ID0,1991-02-28,1441.330078125,1541.5447,1689.6218,1582.2314,1692.349853515625,0,Non-anomalies
ID0,1991-03-31,2068.235107421875,2351.4258,2179.8384,1943.1656,1949.78515625,0,Non-anomalies
ID0,1991-04-30,2207.610107421875,2640.9128,2589.582,2683.9211,2680.630126953125,0,Non-anomalies
ID0,1991-05-31,2918.409912109375,3016.6396,3007.2056,3083.777,2645.949951171875,0,Non-anomalies
ID0,1991-06-30,3400.81787109375,3976.995,3690.5098,3842.7678,3414.742919921875,0,Non-anomalies
ID0,1991-07-31,6048.7421875,6129.557,5619.3843,6279.852,5772.876953125,0,Non-anomalies
ID0,1991-08-31,6483.14013671875,6209.585,6438.5483,6428.522,6053.7041015625,0,Non-anomalies
ID0,1991-09-30,4063.502685546875,4096.5557,4152.5747,3964.0537,3878.12841796875,0,Non-anomalies
ID0,1991-10-31,2900.22998046875,3148.7405,3115.612,2984.7407,2806.514892578125,0,Non-anomalies
ID0,1991-11-30,1907.094970703125,2021.0725,1929.4058,2079.8345,1735.5382080078125,0,Non-anomalies
ID0,1991-12-31,2338.510009765625,2104.6433,1899.7269,1846.6382,2128.919921875,0,Non-anomalies
ID0,1992-01-31,1787.1650390625,1844.0348,1908.1942,1817.989,1608.01416015625,0,Non-anomalies
ID0,1992-02-29,1699.6451416015625,1747.3048,1796.8456,1690.8433,1692.349853515625,0,Non-anomalies
ID0,1992-03-31,1979.105224609375,2455.5344,2179.5212,2127.0393,1949.78515625,0,Non-anomalies
ID0,1992-04-30,2824.260009765625,2872.3674,2724.299,2693.0134,2680.630126953125,0,Non-anomalies
ID0,1992-05-31,3076.5048828125,3386.5,3169.5376,3164.25,2645.949951171875,0,Non-anomalies
ID0,1992-06-30,3402.5849609375,4274.61,4019.9846,3999.643,3414.742919921875,0,Non-anomalies
ID0,1992-07-31,5985.830078125,6545.667,6330.0264,6434.5664,5772.876953125,0,Non-anomalies
ID1,1991-02-28,70909.859375,85112.99,92265.4,95827.7,88898.578125,0,Non-anomalies
ID1,1991-03-31,71229.46875,92503.5,87900.47,94160.56,82404.8984375,0,Non-anomalies
ID1,1991-04-30,99842.4375,106610.9,109219.89,113879.414,101708.703125,0,Non-anomalies
ID1,1991-05-31,106268.8984375,122248.39,115586.29,124204.16,112285.3984375,0,Non-anomalies
ID1,1991-06-30,102494.3984375,129882.83,126100.055,139053.05,106262.3984375,0,Non-anomalies
ID1,1991-07-31,163841.796875,164760.94,160039.34,181208.27,155264.0,0,Non-anomalies
ID1,1991-08-31,177779.296875,182423.48,178176.19,189540.28,170488.703125,0,Non-anomalies
ID1,1991-09-30,146222.296875,142742.94,145979.33,156711.25,132573.703125,0,Non-anomalies
ID1,1991-10-31,143864.203125,145010.86,146499.23,155250.95,132368.203125,0,Non-anomalies
