unique_id,ds,y
ID0,1975-12-31,0.5400000214576721
ID0,1976-03-31,0.7799999713897705
ID0,1976-06-30,0.8199999928474426
ID0,1976-09-30,0.46000000834465027
ID0,1976-12-31,0.5199999809265137
ID0,1977-03-31,0.6600000262260437
ID0,1977-06-30,0.5299999713897705
ID0,1977-09-30,0.3400000035762787
ID0,1977-12-31,0.3799999952316284
ID0,1978-03-31,0.46000000834465027
ID0,1978-06-30,0.5400000214576721
ID0,1978-09-30,0.4699999988079071
ID0,1978-12-31,0.6000000238418579
ID0,1979-03-31,2.8299999237060547
ID0,1979-06-30,6.150000095367432
ID0,1979-09-30,5.829999923706055
ID0,1979-12-31,6.920000076293945
ID0,1980-03-31,8.3100004196167
ID0,1980-06-30,7.559999942779541
ID0,1980-09-30,4.739999771118164
ID0,1980-12-31,3.6700000762939453
ID0,1981-03-31,3.3499999046325684
ID0,1981-06-30,2.940000057220459
ID0,1981-09-30,1.75
ID0,1981-12-31,1.5299999713897705
ID0,1982-03-31,1.6100000143051147
ID0,1982-06-30,1.7799999713897705
ID0,1982-09-30,1.4800000190734863
ID0,1982-12-31,1.2899999618530273
ID0,1983-03-31,2.5799999237060547
ID0,1983-06-30,4.03000020980835
ID0,1983-09-30,4.570000171661377
ID0,1983-12-31,5.070000171661377
ID0,1984-03-31,5.860000133514404
ID0,1984-06-30,6.789999961853027
ID0,1984-09-30,5.019999980926514
ID0,1984-12-31,3.240000009536743
ID0,1985-03-31,2.7799999713897705
ID1,1974-12-31,97.0
ID1,1975-03-31,95.0
ID1,1975-06-30,95.0
ID1,1975-09-30,94.0
ID1,1975-12-31,93.0
ID1,1976-03-31,90.0
ID1,1976-06-30,90.0
ID1,1976-09-30,90.0
ID1,1976-12-31,80.0
ID1,1977-03-31,80.0
ID1,1977-06-30,84.0
ID1,1977-09-30,84.0
ID1,1977-12-31,87.0
ID1,1978-03-31,89.0
ID1,1978-06-30,88.0
ID1,1978-09-30,88.0
ID1,1978-12-31,81.0
ID1,1979-03-31,81.0
ID1,1979-06-30,76.0
ID1,1979-09-30,79.0
ID1,1979-12-31,78.0
ID1,1980-03-31,78.0
ID1,1980-06-30,80.0
ID1,1980-09-30,80.0
ID1,1980-12-31,86.0
ID1,1981-03-31,86.0
ID1,1981-06-30,86.0
ID1,1981-09-30,86.0
ID1,1981-12-31,90.0
ID1,1982-03-31,90.0
ID1,1982-06-30,90.0
ID1,1982-09-30,90.0
ID1,1982-12-31,83.0
ID1,1983-03-31,83.0
ID1,1983-06-30,83.0
ID1,1983-09-30,83.0
ID1,1983-12-31,81.0
ID1,1984-03-31,81.0
ID1,1984-06-30,81.0
ID1,1984-09-30,81.0
ID1,1984-12-31,80.0
ID1,1985-03-31,80.0
ID1,1985-06-30,80.0
ID1,1985-09-30,80.0
ID1,1985-12-31,83.0
ID1,1986-03-31,83.0
ID1,1986-06-30,87.0
ID1,1986-09-30,86.0
ID1,1986-12-31,92.0
ID1,1987-03-31,93.0
ID1,1987-06-30,98.0
ID1,1987-09-30,98.0
ID1,1987-12-31,102.0
ID1,1988-03-31,105.0
ID1,1988-06-30,109.0
ID1,1988-09-30,110.0
ID1,1988-12-31,100.0
ID1,1989-03-31,101.0
ID10,1977-12-31,29.0
ID10,1978-03-31,37.0
ID10,1978-06-30,42.0
ID10,1978-09-30,45.0
ID10,1978-12-31,35.0
ID10,1979-03-31,42.0
ID10,1979-06-30,43.0
ID10,1979-09-30,45.0
ID10,1979-12-31,37.0
ID10,1980-03-31,45.0
ID10,1980-06-30,53.0
ID10,1980-09-30,52.0
ID10,1980-12-31,40.0
ID10,1981-03-31,56.0
ID10,1981-06-30,54.0
ID10,1981-09-30,55.0
ID10,1981-12-31,46.0
ID10,1982-03-31,60.0
ID10,1982-06-30,64.0
ID10,1982-09-30,60.0
ID10,1982-12-31,55.0
ID10,1983-03-31,75.0
ID10,1983-06-30,79.0
ID10,1983-09-30,82.0
ID10,1983-12-31,72.0
ID10,1984-03-31,89.0
ID10,1984-06-30,75.0
ID10,1984-09-30,102.0
ID10,1984-12-31,77.0
ID10,1985-03-31,126.0
ID10,1985-06-30,97.0
ID10,1985-09-30,116.0
ID10,1985-12-31,96.0
ID10,1986-03-31,145.0
ID10,1986-06-30,112.0
ID10,1986-09-30,146.0
ID10,1986-12-31,123.0
ID10,1987-03-31,161.0
ID10,1987-06-30,168.0
ID10,1987-09-30,162.0
ID10,1987-12-31,138.0
ID10,1988-03-31,168.0
ID10,1988-06-30,169.0
ID10,1988-09-30,182.0
ID10,1988-12-31,152.0
ID10,1989-03-31,132.0
ID10,1989-06-30,133.0
ID10,1989-09-30,143.0
ID100,1978-03-31,132.10000610351562
ID100,1978-06-30,176.6999969482422
ID100,1978-09-30,171.6999969482422
ID100,1978-12-31,215.1999969482422
ID100,1979-03-31,119.5999984741211
ID100,1979-06-30,272.1000061035156
ID100,1979-09-30,256.29998779296875
ID100,1979-12-31,158.10000610351562
ID100,1980-03-31,193.5
ID100,1980-06-30,315.8999938964844
ID100,1980-09-30,290.0
ID100,1980-12-31,213.10000610351562
ID100,1981-03-31,337.5
ID100,1981-06-30,343.29998779296875
ID100,1981-09-30,395.1000061035156
ID100,1981-12-31,309.1000061035156
ID101,1976-12-31,82.0
ID101,1977-03-31,81.80000305175781
ID101,1977-06-30,81.4000015258789
ID101,1977-09-30,81.0999984741211
ID101,1977-12-31,80.69999694824219
ID101,1978-03-31,81.80000305175781
ID101,1978-06-30,82.9000015258789
ID101,1978-09-30,83.30000305175781
ID101,1978-12-31,83.80000305175781
ID101,1979-03-31,84.30000305175781
ID101,1979-06-30,85.80000305175781
ID101,1979-09-30,85.5999984741211
ID101,1979-12-31,88.19999694824219
ID101,1980-03-31,89.4000015258789
ID101,1980-06-30,88.30000305175781
ID101,1980-09-30,87.9000015258789
ID101,1980-12-31,87.4000015258789
ID101,1981-03-31,86.69999694824219
ID101,1981-06-30,86.9000015258789
ID101,1981-09-30,87.0
ID101,1981-12-31,86.80000305175781
ID101,1982-03-31,88.0999984741211
ID101,1982-06-30,88.0
ID101,1982-09-30,89.30000305175781
ID101,1982-12-31,89.4000015258789
ID101,1983-03-31,89.0
ID101,1983-06-30,88.9000015258789
ID101,1983-09-30,88.9000015258789
ID101,1983-12-31,89.5999984741211
ID101,1984-03-31,89.80000305175781
ID101,1984-06-30,89.9000015258789
ID101,1984-09-30,90.4000015258789
ID101,1984-12-31,91.0999984741211
ID101,1985-03-31,90.80000305175781
ID101,1985-06-30,91.4000015258789
ID101,1985-09-30,91.5
ID101,1985-12-31,92.0
ID101,1986-03-31,92.0999984741211
ID101,1986-06-30,92.4000015258789
ID101,1986-09-30,93.0
ID101,1986-12-31,92.69999694824219
ID101,1987-03-31,94.30000305175781
ID101,1987-06-30,95.0999984741211
ID101,1987-09-30,95.69999694824219
ID101,1987-12-31,98.0999984741211
ID101,1988-03-31,99.0
ID101,1988-06-30,99.4000015258789
ID101,1988-09-30,100.19999694824219
ID101,1988-12-31,99.30000305175781
ID101,1989-03-31,99.0999984741211
ID101,1989-06-30,100.4000015258789
ID101,1989-09-30,101.0999984741211
ID101,1989-12-31,101.9000015258789
ID101,1990-03-31,103.0999984741211
ID101,1990-06-30,103.9000015258789
ID101,1990-09-30,105.5999984741211
ID101,1990-12-31,106.0
ID101,1991-03-31,107.69999694824219
ID101,1991-06-30,109.9000015258789
ID101,1991-09-30,112.0999984741211
ID101,1991-12-31,114.0
ID101,1992-03-31,114.9000015258789
ID101,1992-06-30,115.30000305175781
ID101,1992-09-30,115.9000015258789
ID101,1992-12-31,116.0999984741211
ID101,1993-03-31,118.5
ID101,1993-06-30,119.19999694824219
ID101,1993-09-30,120.0999984741211
ID101,1993-12-31,121.69999694824219
ID101,1994-03-31,122.69999694824219
ID101,1994-06-30,124.0999984741211
ID101,1994-09-30,126.0
ID101,1994-12-31,131.39999389648438
ID101,1995-03-31,138.1999969482422
ID102,1971-12-31,6024.0
ID102,1972-03-31,5960.0
ID102,1972-06-30,6088.0
ID102,1972-09-30,6140.0
ID102,1972-12-31,6356.0
ID102,1973-03-31,6572.0
ID102,1973-06-30,6508.0
ID102,1973-09-30,6596.0
ID102,1973-12-31,6608.0
ID102,1974-03-31,6360.0
ID102,1974-06-30,6728.0
ID102,1974-09-30,6576.0
ID102,1974-12-31,6560.0
ID102,1975-03-31,6600.0
ID102,1975-06-30,6344.0
ID102,1975-09-30,6676.0
ID102,1975-12-31,6356.0
ID102,1976-03-31,6948.0
